Duration,Activity,Revenue,Source
8.2,2,0,GoogleSearch
11.9,2,0,GoogleSearch
11.6,2,0,GoogleSearch
57.8,7,25.8,Directlink
1,3,0,GoogleAdWord
10,0,0,GoogleSearch
7.6,4,0,GoogleSearch
12.6,1,0,GoogleSearch
41.1,2,0,GoogleAdWord
10.7,1,0,GoogleSearch
10.3,1,0,GoogleSearch
8.5,1,0,GoogleSearch
10.3,2,0,GoogleSearch
9,0,0,GoogleSearch
9.2,4,0,GoogleSearch
68.1,5,23.8,Directlink
96.7,9,10.8,GoogleSearch
7.9,5,0,GoogleSearch
50.9,10,0,Directlink
8,3,0,GoogleSearch
10.5,2,0,GoogleSearch
9.7,1,2,GoogleSearch
97.9,9,11,GoogleSearch
11.3,4,0,GoogleSearch
52.6,5,10.6,GoogleSearch
10,2,0,GoogleSearch
105.8,8,13.3,GoogleSearch
12.2,2,0,GoogleSearch
65.2,9,0,Directlink
9.1,2,0,GoogleSearch
9.9,4,0,GoogleSearch
70.3,1,70.4,GoogleSearch
11.5,3,0,GoogleSearch
65,9,31.2,Directlink
81.6,1,81.7,GoogleSearch
10,3,0,GoogleSearch
6.8,2,0,GoogleSearch
90.9,11,8.4,GoogleSearch
73.8,9,8.3,GoogleSearch
15.9,8,0,Directlink
86.6,1,86.7,GoogleSearch
12.8,2,0,GoogleSearch
8.4,1,0,GoogleSearch
100.5,9,0,Directlink
9.6,2,0,GoogleSearch
105.2,3,35.2,GoogleSearch
11.4,0,0,GoogleSearch
15.1,2,0,GoogleSearch
11.8,3,0,GoogleSearch
1,0,0,GoogleAdWord
11.8,2,0,GoogleSearch
9.2,2,0,GoogleSearch
4,2,0,GoogleAdWord
86.4,8,10.9,GoogleSearch
56.2,3,0,Directlink
96,16,6.1,GoogleSearch
94.8,7,0,Directlink
3.9,2,0,GoogleAdWord
8,2,0,GoogleSearch
8.7,2,0,GoogleSearch
13,3,0,GoogleSearch
15.3,1,0,GoogleAdWord
9.6,1,0,GoogleAdWord
12,2,0,GoogleSearch
10.9,2,0,GoogleSearch
10.7,1,0,GoogleSearch
9.1,1,0,GoogleSearch
6.7,3,0,GoogleSearch
10.6,2,0,GoogleSearch
91.4,11,8.4,GoogleSearch
8.8,0,0,GoogleSearch
13.4,3,0,GoogleSearch
8.6,1,0,GoogleSearch
10.4,4,0,GoogleSearch
11.2,3,0,GoogleSearch
13.2,1,0,GoogleSearch
12.9,2,0,GoogleSearch
62.6,2,31.4,GoogleSearch
8.5,0,0,GoogleSearch
72.1,1,72.2,GoogleSearch
68.1,5,0,Directlink
9.3,4,0,GoogleSearch
10.8,1,0,GoogleSearch
5.4,1,0,GoogleAdWord
50.3,3,0,Directlink
10.5,2,0,GoogleSearch
10.4,1,0,GoogleSearch
10.3,2,0,GoogleSearch
8.7,1,0,GoogleSearch
8.7,3,0,GoogleSearch
5.7,2,0,GoogleSearch
6.8,2,0,GoogleSearch
46.3,2,23.3,GoogleSearch
64.7,7,0,Directlink
1,3,0,GoogleAdWord
92.4,5,18.6,GoogleSearch
10.1,2,3,GoogleSearch
8.2,4,0,GoogleSearch
10.1,1,0,GoogleSearch
13.1,2,0,GoogleSearch
9.5,2,0,GoogleSearch
12.5,1,0,GoogleSearch
11.7,0,0,GoogleSearch
10.9,2,0,GoogleSearch
8.5,3,0,GoogleSearch
10.8,1,0,GoogleSearch
53.4,8,0,Directlink
10.6,2,0,GoogleSearch
7.6,1,0,GoogleSearch
34,4,15,Directlink
10,3,0,GoogleSearch
31.7,2,5.6,GoogleAdWord
10.8,3,0,GoogleSearch
75.2,8,0,Directlink
11.1,4,0,GoogleSearch
1,1,0,GoogleAdWord
9.3,2,0,GoogleSearch
25.7,3,0,GoogleAdWord
74.8,9,8.4,GoogleSearch
11.4,4,0,GoogleSearch
11.9,2,3.2,GoogleSearch
8.4,2,0,GoogleSearch
9.6,2,0,GoogleSearch
9.8,1,0,GoogleSearch
10.5,2,0,GoogleSearch
9.8,1,0,GoogleSearch
8.8,2,0,GoogleSearch
8.2,1,0,GoogleSearch
10,0,0,GoogleSearch
55.9,5,0,Directlink
4.5,3,0,GoogleSearch
9,2,0,GoogleSearch
7.2,3,0,GoogleSearch
91.4,8,11.5,GoogleSearch
8.8,3,0,GoogleSearch
10.3,1,0,GoogleSearch
8.9,3,0,GoogleSearch
12.1,2,0,GoogleSearch
13.6,0,0,GoogleSearch
87.9,8,11.1,GoogleSearch
9.1,3,4,GoogleSearch
5.5,2,0,GoogleSearch
1,2,0,GoogleAdWord
8,4,0,GoogleSearch
8,0,0,GoogleSearch
12.8,2,0,GoogleSearch
9.7,2,0,GoogleSearch
8.2,1,0,GoogleSearch
11,2,0,GoogleSearch
10.1,2,0,GoogleSearch
22.8,1,0,GoogleAdWord
13.5,3,0,GoogleSearch
11.5,2,0,GoogleSearch
13,2,0,GoogleSearch
12.2,1,0,GoogleSearch
11.4,2,0,GoogleSearch
8.7,1,1.9,GoogleSearch
8.9,1,0,GoogleAdWord
1,1,0,GoogleAdWord
49.9,4,0,Directlink
7.8,2,0,GoogleSearch
70.7,8,0,Directlink
7.8,1,0,GoogleSearch
1,0,0,GoogleAdWord
57.2,8,0,Directlink
7.4,3,0,GoogleSearch
11.1,3,0,GoogleSearch
6.3,2,0,GoogleSearch
8.9,2,0,GoogleSearch
6.2,2,0,GoogleSearch
10.6,2,0,GoogleSearch
9.6,2,0,GoogleSearch
1,0,0,GoogleAdWord
10.7,1,0,GoogleSearch
10.8,3,0,GoogleSearch
65.5,8,0,Directlink
7.3,1,0,GoogleSearch
9.5,2,0,GoogleSearch
11.9,4,0,GoogleSearch
12.3,2,0,GoogleSearch
62.8,3,18.7,Directlink
90.6,8,11.4,GoogleSearch
12.2,1,0,GoogleSearch
69.7,8,0,Directlink
8.2,3,0,GoogleSearch
78.5,6,0,Directlink
7.7,2,0,GoogleSearch
7,1,0,GoogleSearch
12.4,3,0,GoogleSearch
12.5,2,0,GoogleSearch
9.3,2,0,GoogleSearch
82,5,16.5,GoogleSearch
7.3,2,0,GoogleSearch
11.8,1,0,GoogleSearch
10.3,3,0,GoogleSearch
9.3,2,0,GoogleSearch
11,1,0,GoogleAdWord
9.6,3,0,GoogleSearch
9.1,2,0,GoogleSearch
10.4,3,0,GoogleSearch
73,11,6.7,GoogleSearch
11.2,2,0,GoogleSearch
9.6,2,0,GoogleSearch
84.8,16,5.4,GoogleSearch
52.7,5,20.7,Directlink
6.7,2,0,GoogleSearch
17.8,1,0,GoogleAdWord
48.3,6,0,Directlink
7.1,0,0,GoogleSearch
9.5,3,0,GoogleSearch
13.5,3,0,GoogleSearch
10.5,2,0,GoogleSearch
9.9,3,0,GoogleSearch
1,1,0,GoogleAdWord
114.8,2,57.5,GoogleSearch
11.5,1,0,GoogleSearch
69.2,4,22,Directlink
11.1,4,0,GoogleSearch
42.8,7,22.7,Directlink
14.5,1,0,GoogleSearch
8,1,0,GoogleSearch
10.8,1,0,GoogleSearch
74.8,1,74.9,GoogleSearch
11.8,3,0,GoogleSearch
11.5,2,3.2,GoogleSearch
11.4,2,0,GoogleSearch
8.1,3,0,GoogleSearch
73.7,6,0,Directlink
9.9,3,0,GoogleSearch
77.9,7,11.2,GoogleSearch
11.3,3,0,GoogleSearch
1,1,0,GoogleAdWord
9.9,2,0,GoogleSearch
12.7,1,0,GoogleSearch
11,0,0,GoogleSearch
16.6,4,0,GoogleAdWord
10.5,2,0,GoogleSearch
24.6,1,7.1,Directlink
10.2,2,0,GoogleSearch
13.4,1,0,GoogleSearch
10.6,2,0,GoogleSearch
72.2,10,7.3,GoogleSearch
88.5,9,9.9,GoogleSearch
8.2,3,0,GoogleSearch
8.7,1,0,GoogleSearch
9.8,3,0,GoogleSearch
13,3,0,GoogleSearch
63.7,7,0,Directlink
10,3,0,GoogleSearch
8.7,2,0,GoogleSearch
13.9,2,0,GoogleSearch
1,3,0,GoogleAdWord
10,2,0,GoogleSearch
71.7,11,36.5,Directlink
11.4,4,0,GoogleSearch
9.5,1,0,GoogleSearch
9.4,3,0,GoogleSearch
9.7,3,0,GoogleSearch
84.9,5,17.1,GoogleSearch
10.7,0,0,GoogleSearch
1,1,0,GoogleAdWord
6.8,2,0,GoogleSearch
10.3,1,0,GoogleSearch
12.4,2,0,GoogleSearch
9.3,1,0,GoogleSearch
10.7,2,0,GoogleSearch
8.6,2,0,GoogleSearch
10.1,3,0,GoogleSearch
73.3,1,0,Directlink
67.1,8,29.6,Directlink
7.3,2,0,GoogleSearch
7.3,2,0,GoogleSearch
10.8,3,0,GoogleSearch
7.5,2,0,GoogleSearch
6.1,2,0,GoogleAdWord
1,2,0,GoogleAdWord
91.6,18,5.2,GoogleSearch
9.4,1,0,GoogleSearch
12.1,3,0,GoogleSearch
7.3,1,0,GoogleSearch
10,4,0,GoogleSearch
14.5,2,3.5,GoogleSearch
9.4,2,0,GoogleSearch
8.9,1,0,GoogleSearch
1,2,0,GoogleAdWord
74.1,11,6.8,GoogleSearch
67.8,7,27.8,Directlink
66.6,4,0,Directlink
10,2,0,GoogleSearch
10.6,3,0,GoogleSearch
8.6,0,0,GoogleSearch
9.1,2,0,GoogleSearch
8.1,2,0,GoogleSearch
11.7,2,0,GoogleSearch
9.5,1,0,GoogleSearch
10.8,2,0,GoogleSearch
11.3,1,0,GoogleSearch
9.5,3,0,GoogleSearch
9.9,2,0,GoogleSearch
11.4,1,0,GoogleSearch
10.7,2,0,GoogleSearch
93.2,1,93.3,GoogleSearch
9.2,2,0,GoogleSearch
9.5,2,0,GoogleSearch
6.3,0,0,GoogleSearch
7.3,2,0,GoogleSearch
44.7,3,0,GoogleAdWord
11.5,2,0,GoogleSearch
61.6,11,5.7,GoogleSearch
8.7,1,0,GoogleSearch
10.4,3,0,GoogleSearch
97.5,14,7.1,GoogleSearch
7.6,2,0,GoogleSearch
9.2,3,0,GoogleSearch
12.7,3,0,GoogleSearch
8.1,1,0,GoogleSearch
61.4,3,18.5,Directlink
14.6,0,0,GoogleAdWord
9,1,0,GoogleSearch
12.2,3,0,GoogleSearch
11.2,1,0,GoogleSearch
1,0,0,GoogleAdWord
9,1,0,GoogleSearch
72.9,19,3.9,GoogleSearch
12.7,2,0,GoogleSearch
33.3,3,0,GoogleAdWord
6.3,3,0,GoogleSearch
9.4,1,0,GoogleSearch
9.8,2,0,GoogleSearch
10.8,2,3.1,GoogleSearch
11.1,1,0,GoogleSearch
12.1,2,0,GoogleSearch
1,1,0,GoogleAdWord
9.4,2,0,GoogleSearch
92.9,3,31.1,GoogleSearch
8.8,2,0,GoogleSearch
5.6,2,0,GoogleSearch
7.9,1,0,GoogleSearch
2.8,0,0,GoogleAdWord
62.8,3,0,Directlink
7.4,0,0,GoogleSearch
9.4,2,0,GoogleSearch
11.3,2,0,GoogleSearch
7.6,2,0,GoogleSearch
9.3,3,0,GoogleSearch
13,3,0,GoogleSearch
1,0,0,GoogleAdWord
10.3,2,0,GoogleSearch
11.7,3,0,GoogleSearch
10.1,2,0,GoogleSearch
65.9,7,27.4,Directlink
10.9,3,4.1,GoogleSearch
9.5,2,0,GoogleSearch
10.1,2,0,GoogleSearch
14.7,2,4.8,GoogleAdWord
13.6,2,0,GoogleSearch
26.5,1,0,GoogleAdWord
9.6,4,0,GoogleSearch
9.1,2,0,GoogleSearch
11,1,0,GoogleSearch
24.2,1,0,GoogleAdWord
10.2,1,0,GoogleSearch
12.7,0,0,GoogleSearch
9.7,1,0,GoogleSearch
10.3,2,0,GoogleSearch
11.5,3,0,GoogleSearch
71.4,6,0,Directlink
7.8,1,0,GoogleSearch
57.1,3,0,Directlink
11.2,0,1.2,GoogleSearch
91.1,3,30.5,GoogleSearch
7.5,2,0,GoogleSearch
7.3,2,0,GoogleSearch
1,1,0,GoogleAdWord
6.2,3,0,GoogleSearch
3.9,2,0,GoogleSearch
11.8,3,0,GoogleSearch
12.6,1,0,GoogleSearch
8.1,2,0,GoogleSearch
101.8,8,12.8,GoogleSearch
9.1,2,0,GoogleSearch
12.2,2,0,GoogleSearch
8,3,0,GoogleSearch
6.7,3,0,GoogleSearch
10.7,2,0,GoogleSearch
81.1,11,7.5,GoogleSearch
5.9,4,0,GoogleAdWord
9.4,2,0,GoogleSearch
10,2,0,GoogleSearch
10.2,1,0,GoogleSearch
12.2,2,0,GoogleSearch
0.3,0,0,GoogleAdWord
54.1,9,0,Directlink
9.2,1,0,GoogleSearch
11,1,0,GoogleSearch
11.4,3,0,GoogleSearch
14.9,2,0,GoogleSearch
8.8,2,0,GoogleSearch
1,3,0,GoogleAdWord
34,8,0,Directlink
8.2,5,0,GoogleSearch
10.9,4,0,GoogleSearch
7.6,3,0,GoogleSearch
8,1,0,GoogleSearch
16.8,1,0,GoogleAdWord
6,0,0,GoogleAdWord
11.1,2,0,GoogleSearch
8.4,2,0,GoogleSearch
6,2,0,GoogleSearch
100.2,4,25.2,GoogleSearch
8.2,1,0,GoogleSearch
8.4,0,0,GoogleSearch
8.6,2,2.9,GoogleSearch
10.5,1,0,GoogleAdWord
8.9,3,0,GoogleSearch
9.6,2,0,GoogleSearch
10.6,2,0,GoogleSearch
11.5,3,0,GoogleSearch
14.1,3,0,GoogleSearch
18.5,1,0,GoogleAdWord
6,1,0,GoogleSearch
104,6,17.4,GoogleSearch
70.2,8,30.2,Directlink
12.4,4,0,GoogleSearch
9.9,4,0,GoogleSearch
12.5,3,0,GoogleSearch
10.4,2,3.1,GoogleSearch
11,1,0,GoogleSearch
83.9,12,7.1,GoogleSearch
9.9,1,0,GoogleSearch
10.3,3,0,GoogleSearch
10.6,3,0,GoogleSearch
8.4,2,0,GoogleSearch
9.4,0,0,GoogleSearch
7.9,0,0,GoogleSearch
97.7,8,12.3,GoogleSearch
8.8,2,0,GoogleSearch
45,6,21.2,Directlink
14.3,0,0,GoogleSearch
47.8,11,4.4,GoogleSearch
74.4,5,25.1,Directlink
8.1,0,0,GoogleSearch
43.7,7,23,Directlink
6.4,1,0,GoogleAdWord
10,1,0,GoogleSearch
11.5,0,0,GoogleSearch
9.6,4,0,GoogleSearch
16.8,2,0,GoogleAdWord
7.3,1,0,GoogleSearch
9.2,1,0,GoogleSearch
11.8,2,0,GoogleSearch
11.3,4,0,GoogleSearch
7.1,2,0,GoogleSearch
8.9,0,0,GoogleSearch
83.4,6,14,GoogleSearch
1,0,0,GoogleAdWord
52.4,5,20.7,Directlink
8.5,3,0,GoogleSearch
8,3,0,GoogleSearch
6.8,2,2.7,GoogleSearch
7.4,2,0,GoogleSearch
6.1,3,0,GoogleSearch
9.7,3,0,GoogleAdWord
6.2,2,0,GoogleSearch
13.6,0,0,GoogleSearch
9.6,2,0,GoogleSearch
11.7,1,0,GoogleSearch
6.1,0,0,GoogleSearch
32.5,2,0,GoogleAdWord
73.2,2,36.7,GoogleSearch
1,2,4.1,GoogleAdWord
11.1,3,0,GoogleSearch
1,1,0,GoogleAdWord
12.1,2,0,GoogleSearch
13.6,3,0,GoogleSearch
1.1,1,0,GoogleAdWord
75.8,12,6.4,GoogleSearch
86.5,9,9.7,GoogleSearch
76.6,4,23.5,Directlink
10.9,2,0,GoogleSearch
8.1,1,0,GoogleSearch
6.5,2,0,GoogleSearch
10.1,2,0,GoogleSearch
8.3,2,0,GoogleSearch
1,0,0,GoogleAdWord
105.9,10,10.7,GoogleSearch
9,2,0,GoogleSearch
0.9,1,0,GoogleAdWord
9.1,4,0,GoogleSearch
7.7,3,0,GoogleSearch
11.7,1,0,GoogleSearch
11.1,2,0,GoogleSearch
45.6,5,0,Directlink
1,1,0,GoogleAdWord
12.1,2,0,GoogleSearch
78.6,5,15.8,GoogleSearch
10.7,2,3.1,GoogleSearch
18.5,1,0,GoogleAdWord
8.1,2,0,GoogleSearch
11,2,0,GoogleSearch
9.9,2,0,GoogleSearch
37.5,7,21.7,Directlink
11.1,3,0,GoogleSearch
10.4,2,0,GoogleSearch
60.6,10,6.1,GoogleSearch
32.8,9,0,Directlink
11.4,1,0,GoogleSearch
10.5,3,0,GoogleSearch
9.3,1,0,GoogleSearch
9.1,3,0,GoogleSearch
9,2,0,GoogleSearch
10.2,2,0,GoogleSearch
62.4,6,10.5,GoogleSearch
6.9,2,0,GoogleSearch
11,3,0,GoogleSearch
11.3,2,0,GoogleSearch
9.6,3,0,GoogleSearch
1,2,0,GoogleAdWord
6.9,2,0,GoogleSearch
1,0,0,GoogleAdWord
11.5,1,0,GoogleSearch
12.2,2,0,GoogleSearch
7.1,4,0,GoogleSearch
12.6,2,0,GoogleSearch
12.4,3,0,GoogleSearch
3.8,1,0,GoogleAdWord
10.9,3,0,GoogleSearch
8.3,3,3.9,GoogleSearch
10.7,2,3.1,GoogleSearch
6.4,2,0,GoogleSearch
12.4,1,0,GoogleSearch
12.1,2,0,GoogleSearch
10,2,0,GoogleSearch
61,10,6.2,GoogleSearch
9.6,2,0,GoogleSearch
9.5,1,0,GoogleSearch
10.1,1,2.1,GoogleSearch
1,0,0,GoogleAdWord
15.6,3,0,GoogleSearch
9.6,3,0,GoogleSearch
10.7,3,0,GoogleSearch
9.6,4,0,GoogleSearch
7.9,2,0,GoogleSearch
8.3,3,0,GoogleSearch
22.1,1,0,GoogleAdWord
9.8,5,0,GoogleSearch
9.7,2,0,GoogleSearch
11.7,2,0,GoogleSearch
10.9,2,0,GoogleSearch
84.7,19,4.6,GoogleSearch
8.8,4,0,GoogleSearch
8.6,1,0,GoogleSearch
11.1,3,0,GoogleSearch
14.1,2,0,GoogleSearch
10,1,0,GoogleSearch
10.7,2,0,GoogleSearch
12.1,1,0,GoogleSearch
11.1,1,0,GoogleSearch
10.8,2,0,GoogleSearch
9.4,1,0,GoogleSearch
80.9,15,5.5,GoogleSearch
10.7,3,0,GoogleSearch
8.2,1,0,GoogleSearch
10,3,0,GoogleSearch
7.8,2,0,GoogleSearch
11,3,0,GoogleSearch
9.7,2,0,GoogleSearch
72.6,8,9.2,GoogleSearch
94.2,8,11.9,GoogleSearch
11.2,2,0,GoogleSearch
8.8,2,0,GoogleSearch
86.1,12,7.3,GoogleSearch
2.8,1,0,GoogleAdWord
7,1,0,GoogleSearch
9.4,2,0,GoogleSearch
68.9,15,4.7,GoogleSearch
9.8,2,0,GoogleSearch
7.7,3,0,GoogleSearch
9,1,0,GoogleSearch
11.3,3,0,GoogleSearch
11.1,2,0,GoogleSearch
12.8,0,0,GoogleSearch
4.6,1,0,GoogleAdWord
15.2,2,3.6,GoogleSearch
8.7,1,0,GoogleSearch
1,0,0,GoogleAdWord
6.9,2,0,GoogleAdWord
8.4,3,0,GoogleSearch
10.2,0,0,GoogleSearch
9.9,4,0,GoogleSearch
60.9,8,0,Directlink
13.5,2,3.4,GoogleSearch
12,4,0,GoogleSearch
85.1,16,5.4,GoogleSearch
8.8,2,0,GoogleSearch
9.4,1,0,GoogleSearch
6.6,1,0,GoogleSearch
11,3,4.1,GoogleSearch
9.4,1,0,GoogleSearch
74,7,0,Directlink
96.1,6,16.1,GoogleSearch
10.3,2,0,GoogleSearch
13.4,1,0,GoogleSearch
7.7,2,0,GoogleSearch
11.8,1,0,GoogleSearch
11.3,4,0,GoogleSearch
9.6,1,0,GoogleSearch
4.8,3,0,GoogleSearch
13.9,1,0,GoogleSearch
9.5,2,0,GoogleSearch
8.9,3,0,GoogleSearch
11.4,2,0,GoogleSearch
8.8,0,0,GoogleSearch
9.4,3,0,GoogleSearch
9.8,1,0,GoogleSearch
11.6,1,0,GoogleSearch
8.8,1,0,GoogleSearch
95.6,17,5.7,GoogleSearch
55.7,7,25.3,Directlink
78.4,10,7.9,GoogleSearch
7.3,1,0,GoogleSearch
11.3,2,0,GoogleSearch
25.9,1,0,GoogleAdWord
10.2,2,0,GoogleSearch
10.8,2,3.1,GoogleSearch
1,3,0,GoogleAdWord
10.5,2,0,GoogleSearch
8.4,3,3.9,GoogleSearch
9.9,1,0,GoogleSearch
12.4,2,0,GoogleSearch
13.2,0,0,GoogleSearch
1,3,0,GoogleAdWord
5.8,1,0,GoogleSearch
8.2,4,0,GoogleSearch
83.4,15,5.6,GoogleSearch
9.1,3,0,GoogleSearch
13,0,1.3,GoogleSearch
12.2,2,0,GoogleSearch
11.6,2,0,GoogleSearch
8.1,3,0,GoogleSearch
10,1,0,GoogleSearch
8.4,1,0,GoogleSearch
10.6,3,0,GoogleSearch
11.5,2,0,GoogleSearch
7.2,1,0,GoogleSearch
9.5,3,0,GoogleSearch
12.3,1,0,GoogleSearch
11.4,0,0,GoogleSearch
5.7,2,0,GoogleSearch
7.7,2,0,GoogleSearch
10.5,2,0,GoogleSearch
10.3,3,0,GoogleSearch
9.7,3,0,GoogleSearch
9.7,3,0,GoogleSearch
12.8,2,3.3,GoogleSearch
9.9,3,0,GoogleSearch
8.1,2,0,GoogleSearch
11.8,2,0,GoogleSearch
10.1,1,0,GoogleSearch
81.2,7,0,Directlink
55.8,5,0,Directlink
5.7,2,0,GoogleSearch
6,1,0,GoogleSearch
10.8,1,0,GoogleSearch
65.9,12,5.6,GoogleSearch
11.7,1,0,GoogleSearch
12.5,4,5.3,GoogleSearch
11.7,2,0,GoogleSearch
77,4,19.3,GoogleSearch
13.9,2,0,GoogleSearch
11.9,3,0,GoogleSearch
9.8,1,0,GoogleSearch
10.8,2,0,GoogleSearch
9.5,3,0,GoogleSearch
11.3,3,0,GoogleSearch
77.9,6,0,Directlink
8.8,1,0,GoogleSearch
7.2,2,0,GoogleSearch
10.8,4,0,GoogleSearch
21.6,2,0,GoogleAdWord
12.7,3,0,GoogleSearch
10.7,3,0,GoogleSearch
11.1,2,0,GoogleSearch
9.2,1,0,GoogleSearch
64,5,23,Directlink
0.9,1,0,GoogleAdWord
8.7,0,0,GoogleSearch
9.6,3,0,GoogleSearch
7,3,0,GoogleSearch
8.8,2,0,GoogleSearch
1,1,0,GoogleAdWord
7.9,1,0,GoogleSearch
7.4,1,0,GoogleSearch
65.9,8,8.3,GoogleSearch
6.3,2,0,GoogleSearch
11.2,1,0,GoogleSearch
12.3,2,0,GoogleSearch
8.6,2,0,GoogleSearch
10.7,3,4.1,GoogleSearch
9.3,2,0,GoogleSearch
5.6,4,0,GoogleSearch
83.3,11,7.7,GoogleSearch
86.3,7,31.5,Directlink
5.6,4,0,GoogleSearch
75,16,4.8,GoogleSearch
1,0,0.1,GoogleAdWord
10.6,2,0,GoogleSearch
9.6,2,0,GoogleSearch
28.5,1,0,GoogleAdWord
8,2,0,GoogleSearch
10,1,0,GoogleSearch
80.4,7,11.6,GoogleSearch
13.5,1,0,GoogleSearch
10.1,1,0,GoogleAdWord
9.9,4,0,GoogleSearch
1,0,0,GoogleAdWord
85.4,1,85.5,GoogleSearch
8.5,2,0,GoogleSearch
6.3,3,0,GoogleSearch
8.4,2,0,GoogleSearch
71.7,3,24,GoogleSearch
16.7,2,0,GoogleAdWord
9.6,2,0,GoogleSearch
7.6,2,2.8,GoogleSearch
9.5,1,0,GoogleSearch
11.7,2,0,GoogleSearch
10.4,1,0,GoogleSearch
8,1,0,GoogleSearch
8.9,2,0,GoogleSearch
9.2,2,0,GoogleSearch
11.2,2,0,GoogleSearch
12,2,0,GoogleSearch
8.5,3,0,GoogleSearch
9.1,1,0,GoogleSearch
106.6,8,13.4,GoogleSearch
9.1,3,0,GoogleSearch
5.2,2,0,GoogleSearch
12,2,0,GoogleSearch
10,2,0,GoogleSearch
51.7,17,3.2,GoogleSearch
11.2,4,0,GoogleSearch
12.9,3,0,GoogleSearch
12,1,0,GoogleAdWord
10.8,2,0,GoogleSearch
10.4,2,0,GoogleSearch
7.5,1,0,GoogleSearch
9.9,3,0,GoogleSearch
9.5,3,0,GoogleSearch
77.3,4,0,Directlink
11.8,3,0,GoogleSearch
1,1,0,GoogleAdWord
11.1,2,0,GoogleSearch
28.3,0,0,GoogleAdWord
9,2,0,GoogleSearch
8.6,1,0,GoogleSearch
67.9,8,8.6,GoogleSearch
9.7,2,0,GoogleSearch
8.9,3,0,GoogleSearch
13.3,3,0,GoogleSearch
1,0,0,GoogleAdWord
9.3,1,0,GoogleSearch
7.8,0,0,GoogleSearch
50.2,7,24.2,Directlink
9,3,0,GoogleSearch
12.9,1,0,GoogleSearch
6.9,1,0,GoogleSearch
13,2,0,GoogleSearch
10.4,2,0,GoogleSearch
10.8,1,0,GoogleSearch
6.2,4,4.7,GoogleSearch
11.2,2,0,GoogleSearch
12.9,1,0,GoogleSearch
1,1,0,GoogleAdWord
9.7,1,0,GoogleSearch
68.2,5,0,Directlink
10,3,0,GoogleSearch
5.8,1,0,GoogleSearch
13.2,2,0,GoogleSearch
10.2,3,0,GoogleSearch
7.1,3,0,GoogleSearch
11.1,2,0,GoogleSearch
5.2,1,2.3,GoogleAdWord
60.6,5,12.2,GoogleSearch
11,1,0,GoogleSearch
9.1,3,0,GoogleSearch
12.2,1,0,GoogleSearch
11.6,2,0,GoogleSearch
11.5,1,0,GoogleSearch
10.9,3,0,GoogleSearch
12.5,3,0,GoogleSearch
62.8,3,0,Directlink
56.5,6,23.5,Directlink
10.9,3,0,GoogleSearch
10,2,0,GoogleSearch
13.2,1,0,GoogleSearch
11.6,2,0,GoogleSearch
12.7,3,0,GoogleSearch
9,3,0,GoogleSearch
9.8,0,0,GoogleSearch
76.9,7,11.1,GoogleSearch
57.5,4,0,Directlink
15.1,3,0,GoogleSearch
11.9,1,0,GoogleSearch
11.5,2,0,GoogleSearch
7,1,0,GoogleAdWord
8.2,1,0,GoogleSearch
8.7,5,0,GoogleSearch
61.1,6,0,Directlink
10.6,1,0,GoogleSearch
90,7,13,GoogleSearch
12.3,3,0,GoogleSearch
11.6,2,0,GoogleSearch
10.1,1,0,GoogleSearch
7.7,4,0,GoogleSearch
6.7,2,0,GoogleSearch
44.1,6,0,Directlink
10.9,4,0,GoogleSearch
41.7,4,16.5,Directlink
8.9,1,0,GoogleSearch
10.6,2,0,GoogleSearch
9,1,0,GoogleSearch
72,9,0,Directlink
10.3,2,0,GoogleSearch
10.4,1,0,GoogleSearch
63.1,6,0,Directlink
11.9,2,0,GoogleSearch
5.6,2,0,GoogleSearch
9.4,1,0,GoogleSearch
8.7,2,2.9,GoogleSearch
8.2,0,0,GoogleSearch
9.7,0,0,GoogleSearch
8.7,1,0,GoogleSearch
42.4,4,0,Directlink
10.2,1,0,GoogleSearch
68.4,9,7.7,GoogleSearch
14.7,1,0,GoogleSearch
13.3,2,0,GoogleSearch
56.4,7,0,Directlink
13.1,2,0,GoogleSearch
10.1,2,0,GoogleSearch
11,3,0,GoogleSearch
116.3,5,23.4,GoogleSearch
9.3,1,0,GoogleSearch
6.8,1,0,GoogleSearch
38.8,6,20,Directlink
9.4,1,0,GoogleSearch
10.7,2,0,GoogleSearch
8.9,2,0,GoogleSearch
7.7,2,0,GoogleSearch
12.2,1,2.3,GoogleSearch
10.1,0,0,GoogleSearch
55.4,17,3.4,GoogleSearch
0.1,2,0,GoogleAdWord
11.8,1,0,GoogleSearch
9.7,2,0,GoogleSearch
6.7,3,0,GoogleSearch
10.8,2,0,GoogleSearch
9,2,0,GoogleSearch
6.8,0,0,GoogleSearch
9.7,3,0,GoogleSearch
11.1,2,0,GoogleSearch
10,1,2.1,GoogleSearch
8,2,0,GoogleSearch
8,2,0,GoogleSearch
9.3,3,0,GoogleSearch
6.4,1,0,GoogleAdWord
34.8,1,0,GoogleAdWord
9.4,2,0,GoogleSearch
10,4,0,GoogleSearch
10.1,2,0,GoogleSearch
12.2,2,0,GoogleSearch
7.3,1,0,GoogleSearch
10.9,2,0,GoogleSearch
10.6,4,0,GoogleSearch
7.7,1,0,GoogleSearch
10.4,2,0,GoogleSearch
84.3,5,17,GoogleSearch
11.6,2,0,GoogleSearch
108.7,1,108.8,GoogleSearch
11,3,0,GoogleSearch
10.3,3,0,GoogleSearch
